﻿id;commune_name;commune_name_fr;daira_name;daira_name_fr;wilaya_code;wilaya_name;wilaya_name_fr;code_commune;Lat;Long
1108;بوثلجة;Bouteldja;بوثلجة;Bouteldja;36;الطارف;El Tarf;3604;36.85;8.2024232
1109;الشافية;Chefia;بوثلجة;Bouteldja;36;الطارف;El Tarf;3605;36.611111;8.1632766
1110;بحيرة الطيور;Lac Des Oiseaux;بوثلجة;Bouteldja;36;الطارف;El Tarf;3611;36.775556;8.1180556
1111;شحاني;Chihani;الذرعان;Drean;36;الطارف;El Tarf;3614;36.646944;7.775556
1112;رمل السوق;Raml Souk;القالة;El Kala;36;الطارف;El Tarf;3624;36.786111;8.535556
1113;عصفور;Asfour;البسباس;Besbes;36;الطارف;El Tarf;3617;36.674167;7.7428056
1114;الذرعـان;Drean;الذرعان;Drean;36;الطارف;El Tarf;3613;36.68333333;7.75
1115;تندوف;Tindouf;تندوف;Tindouf;37;تندوف;Tindouf;3701;27.670556;-8.12724
1116;أم العسل;Oum El Assel;تندوف;Tindouf;37;تندوف;Tindouf;3702;28.6125;-6.978889
1117;خميستي;Khemisti;خميستي;Khemisti;38;تيسمسيلت;Tissemsilt;3804;35.6667;1.95
1118;ثنية الاحد;Theniet El Had;ثنية الاحد;Theniet El Had;38;تيسمسيلت;Tissemsilt;3801;35.87111;2.01670828
1119;أولاد بسام;Ouled Bessam;تيسمسيلت;Tissemsilt;38;تيسمسيلت;Tissemsilt;3812;35.686389;1.864167
1120;سيدي بوتوشنت;Sidi Boutouchent;ثنية الاحد;Theniet El Had;38;تيسمسيلت;Tissemsilt;3815;35.825278;1.95138889
1121;تيسمسيلت;Tissemsilt;تيسمسيلت;Tissemsilt;38;تيسمسيلت;Tissemsilt;3801;35.60722;1.8108
1122;سيدي العنتري;Sidi Lantri;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3808;35.70139;1.40223
1123;بني شعيب;Beni Chaib;برج بونعامة;Bordj Bounaama;38;تيسمسيلت;Tissemsilt;3805;35.820278;1.7995306
1124;بني لحسن;Beni Lahcene;برج بونعامة;Bordj Bounaama;38;تيسمسيلت;Tissemsilt;3822;35.8517;1.624722222
1125;سيدي عابد;Sidi Abed;عماري;Ammari;38;تيسمسيلت;Tissemsilt;3818;35.745278;1.705
1126;سيدي سليمان;Sidi Slimane;برج بونعامة;Bordj Bounaama;38;تيسمسيلت;Tissemsilt;3806;35.86;1.833333333
1127;بوقائد;Boucaid;الأزهرية;Lazharia;38;تيسمسيلت;Tissemsilt;3819;35.890278;1.61978
1128;الأربعاء;Larbaa;الأزهرية;Lazharia;38;تيسمسيلت;Tissemsilt;3816;35.937222;1.475277
1129;الأزهرية;Lazharia;الأزهرية;Lazharia;38;تيسمسيلت;Tissemsilt;3804;35.93722222;1.56
1130;لرجام;Lardjem;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3806;35.7495;1.5485
1131;الملعب;Melaab;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3807;35.7495;1.3325
1132;العيون;Layoune;خميستي;Khemisti;38;تيسمسيلت;Tissemsilt;3810;35.6967;1.99664
1133;تملاحت;Tamellahet;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3819;35.711111;1.631944444
1134;اليوسفية;Youssoufia;برج الأمير عبد القادر;Bordj Emir Abdelkader;38;تيسمسيلت;Tissemsilt;3804;35.948056;2.112778
1135;برج الأمير عبد القادر;Bordj El Emir Abdelkader;برج الأمير عبد القادر;Bordj Emir Abdelkader;38;تيسمسيلت;Tissemsilt;3809;35.8652978;2.2674341
1136;عماري;Ammari;عماري;Ammari;38;تيسمسيلت;Tissemsilt;3813;35.5771;1.6623
1137;المعاصم;Maacem;عماري;Ammari;38;تيسمسيلت;Tissemsilt;3817;35.659722;1.603611
1138;برج بونعامة;Bordj Bounaama;برج بونعامة;Bordj Bounaama;38;تيسمسيلت;Tissemsilt;3802;35.8505025;1.6170851
1139;دوار الماء;Douar El Maa;الطالب العربي;Taleb Larbi;39;الوادي;El Oued;3915;33.372222;7.686111
1140;العقلة;El Ogla;الرباح;Robbah;39;الوادي;El Oued;3925;33.246667;6.95
1141;المقرن;Magrane;المقرن;Magrane;39;الوادي;El Oued;3918;33.4998054;6.930278
1142;سيدي عون;Sidi Aoun;المقرن;Magrane;39;الوادي;El Oued;3907;33.54212;6.905
1143;اميه وانسة;Mih Ouansa;اميه وانسة;Mih Ouensa;39;الوادي;El Oued;3926;33.158611;6.716944
1144;كوينين;Kouinine;الوادي;El Oued;39;الوادي;El Oued;3907;33.4037855;6.8264542
1145;البياضة;Bayadha;البياضة;Bayadha;39;الوادي;El Oued;3904;33.334444;6.8885733
1146;النخلة;Nakhla;الرباح;Robbah;39;الوادي;El Oued;3905;33.2806326;6.878889
1147;الرباح;Robbah;الرباح;Robbah;39;الوادي;El Oued;3902;33.281111;6.4166705
1148;قمار;Guemar;قمار;Guemar;39;الوادي;El Oued;3906;33.5;6.7977914
1149;بن قشة;Ben Guecha;الطالب العربي;Taleb Larbi;39;الوادي;El Oued;3919;33.3551532;7.1517
1150;ورماس;Ourmes;قمار;Guemar;39;الوادي;El Oued;3920;33.541667;6.416667
1151;تغزوت;Taghzout;قمار;Guemar;39;الوادي;El Oued;3910;32.966667;6.7978
1152;الحمراية;Hamraia;الرقيبة;Reguiba;39;الوادي;El Oued;3909;34.110833;6.2305556
1153;الرقيبة;Reguiba;الرقيبة;Reguiba;39;الوادي;El Oued;3920;33.56391;6.703
1154;الدبيلة;Debila;الدبيلة;Debila;39;الوادي;El Oued;3911;33.51667;6.95
1155;حساني عبد الكريم;Hassani Abdelkrim;الدبيلة;Debila;39;الوادي;El Oued;3912;33.477222;6.895
1156;حاسي خليفة;Hassi Khalifa;حاسي خليفة;Hassi Khalifa;39;الوادي;El Oued;3913;33.562222;6.990278
1157;الطريفاوي;Trifaoui;حاسي خليفة;Hassi Khalifa;39;الوادي;El Oued;3917;33.42298;6.93452
1158;الطالب العربي;Taleb Larbi;الطالب العربي;Taleb Larbi;39;الوادي;El Oued;3914;33.7275;7.517222
1159;وادي العلندة;Oued El Alenda;اميه وانسة;Mih Ouensa;39;الوادي;El Oued;3903;33.228889;6.757222
1160;الوادي;El-Oued;الوادي;El Oued;39;الوادي;El Oued;3901;33.36111111;6.8605556
1161;خيران;Khirane;ششار;Chechar;40;خنشلة;Khenchela;4006;34.6667;6.7593
1162;بابار;Babar;بابار;Babar;40;خنشلة;Khenchela;4013;35.1691777;7.104722
1163;المحمل;El Mahmal;أولاد رشاش;Ouled Rechache;40;خنشلة;Khenchela;4010;35.37381;7.21319
1164;أولاد رشاش;Ouled Rechache;أولاد رشاش;Ouled Rechache;40;خنشلة;Khenchela;4004;35.3;7.353056
1165;جلال;Djellal;ششار;Chechar;40;خنشلة;Khenchela;4012;34.91925;6.9
1166;يابوس;Yabous;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4005;35.405278;6.6418
1167;خنشلة;Khenchela;خنشلة;Khenchela;40;خنشلة;Khenchela;4001;35.4358;7.1433
1168;قايس;Kais;قايس;Kais;40;خنشلة;Khenchela;4003;35.4946392;6.924305
1169;شلية;Chelia;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4021;35.364444;6.63671
1170;الرميلة;Remila;قايس;Kais;40;خنشلة;Khenchela;4014;35.569444;6.9
1171;تاوزيانت;Taouzianat;قايس;Kais;40;خنشلة;Khenchela;4007;35.511111;6.3551522
1172;بغاي;Baghai;الحامة;El Hamma;40;خنشلة;Khenchela;4003;35.521944;7.114444
1173;الحامة;El Hamma;الحامة;El Hamma;40;خنشلة;Khenchela;4001;35.466667;7.0825
1174;انسيغة;Ensigha;الحامة;El Hamma;40;خنشلة;Khenchela;4015;35.397222;7.143056
1175;طامزة;Tamza;الحامة;El Hamma;40;خنشلة;Khenchela;4003;35.31491;7
1176;عين الطويلة;Ain Touila;عين الطويلة;Ain Touila;40;خنشلة;Khenchela;4006;35.443611;7.466667
1177;متوسة;M'toussa;عين الطويلة;Ain Touila;40;خنشلة;Khenchela;4002;35.599444;7.24497
1178;بوحمامة;Bouhmama;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4004;35.320278;6.7466351
1179;الولجة;El Oueldja;ششار;Chechar;40;خنشلة;Khenchela;4004;34.915833;6.680556
1180;مصارة;M'sara;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4021;35.3216667;7.1433333
1181;ششار;Chechar;ششار;Chechar;40;خنشلة;Khenchela;4007;35.1583333;7.01667
1182;سوق أهراس;Souk Ahras;سوق أهراس;Souk Ahras;41;سوق أهراس;Souk Ahras;4101;36.286389;7.950833333
1183;عين سلطان;Ain Soltane;سدراتة;Sedrata;41;سوق أهراس;Souk Ahras;4118;36.178334;7.369167
1184;سدراتة;Sedrata;سدراتة;Sedrata;41;سوق أهراس;Souk Ahras;4102;36.129;7.534
1185;الحنانشة;Hanencha;المشروحة;Mechroha;41;سوق أهراس;Souk Ahras;4103;36.19119;7.887778
1186;المشروحة;Machroha;المشروحة;Mechroha;41;سوق أهراس;Souk Ahras;4104;36.357222;7.9333333
1187;عين الزانة;Ain Zana;أولاد إدريس;Ouled Driss;41;سوق أهراس;Souk Ahras;4117;36.400556;8.191111
1188;أولاد إدريس;Ouled Driss;أولاد إدريس;Ouled Driss;41;سوق أهراس;Souk Ahras;4105;36.35;8.0167
1189;ترقالت;Terraguelt;أم العظايم;Oum El Adhaim;41;سوق أهراس;Souk Ahras;4125;35.895278;7.854045
1190;أم العظايم;Oum El Adhaim;أم العظايم;Oum El Adhaim;41;سوق أهراس;Souk Ahras;4116;36.033889;7.6025
1191;وادي الكبريت;Oued Kebrit;أم العظايم;Oum El Adhaim;41;سوق أهراس;Souk Ahras;4118;35.933333;7.9170713
1192;تيفاش;Tiffech;مداوروش;M'daourouche;41;سوق أهراس;Souk Ahras;4106;36.191667;7.786111
1193;الراقوبة;Ragouba;مداوروش;M'daourouche;41;سوق أهراس;Souk Ahras;4122;36.125;7.666667
1194;الدريعة;Drea;تاورة;Taoura;41;سوق أهراس;Souk Ahras;4109;36.1167;7.8833333
1195;تاورة;Taoura;تاورة;Taoura;41;سوق أهراس;Souk Ahras;4108;36.17;8.04028
1196;الزعرورية;Zaarouria;تاورة;Taoura;41;سوق أهراس;Souk Ahras;4104;36.227222;7.957778
1197;الحدادة;Haddada;الحدادة;Haddada;41;سوق أهراس;Souk Ahras;4110;36.23083333;8.2725
1198;الخضارة;Khedara;الحدادة;Haddada;41;سوق أهراس;Souk Ahras;4111;36.195556;8.243056712
1199;أولاد مومن;Ouled Moumen;الحدادة;Haddada;41;سوق أهراس;Souk Ahras;4113;36.3834462;8.315833
1200;المراهنة;Merahna;المراهنة;Merahna;41;سوق أهراس;Souk Ahras;4112;36.1975;8.155
1201;ويلان;Ouillen;المراهنة;Merahna;41;سوق أهراس;Souk Ahras;4119;36.195;8.064722
1202;سيدي فرج;Sidi Fredj;المراهنة;Merahna;41;سوق أهراس;Souk Ahras;4118;36.1537121;8.1952751
1203;بئر بوحوش;Bir Bouhouche;بئر بوحوش;Bir Bouhouche;41;سوق أهراس;Souk Ahras;4114;36.165611;7.4667
1204;سافل الويدان;Safel El Ouiden;بئر بوحوش;Bir Bouhouche;41;سوق أهراس;Souk Ahras;4121;35.929167;7.490278
1205;خميسة;Khemissa;سدراتة;Sedrata;41;سوق أهراس;Souk Ahras;4123;36.193056;7.658889
1206;مداوروش;M'daourouche;مداوروش;M'daourouche;41;سوق أهراس;Souk Ahras;4115;36.1218;7.819722222
1207;الزوابي;Zouabi;بئر بوحوش;Bir Bouhouche;41;سوق أهراس;Souk Ahras;4126;36.195556;7.441111
1208;حجوط;Hadjout;حجوط;Hadjout;42;تيبازة;Tipaza;4212;36.51257;2.4142888
1209;مراد;Merad;حجوط;Hadjout;42;تيبازة;Tipaza;4224;36.47477;2.42625
1210;مناصر;Menaceur;سيدي أعمر;Sidi Amar;42;تيبازة;Tipaza;4202;36.492;2.240556
1211;أغبال;Aghbal;قوراية;Gouraya;42;تيبازة;Tipaza;4210;36.502778;1.845833
1212;الناظور;Nador;سيدي أعمر;Sidi Amar;42;تيبازة;Tipaza;4215;36.569722;2.3123031
1213;سيدي عامر;Sidi-Amar;سيدي أعمر;Sidi Amar;42;تيبازة;Tipaza;4213;36.5330597;2.306389
1214;قوراية;Gouraya;قوراية;Gouraya;42;تيبازة;Tipaza;4202;36.5675;1.905
1215;مسلمون;Messelmoun;قوراية;Gouraya;42;تيبازة;Tipaza;4233;36.563056;2.0025
1216;شرشال;Cherchell;شرشال;Cherchell;42;تيبازة;Tipaza;4222;36.605;2.19083
1217;حجرة النص;Hadjret Ennous;شرشال;Cherchell;42;تيبازة;Tipaza;4242;36.573333;2.051944
1218;سيدي غيلاس;Sidi Ghiles;شرشال;Cherchell;42;تيبازة;Tipaza;4232;36.5583006;2.1155691
1219;الداموس;Damous;الداموس;Damous;42;تيبازة;Tipaza;4223;36.5200245;1.704167
1220;الأرهاط;Larhat;الداموس;Damous;42;تيبازة;Tipaza;4203;36.558;1.801388889
1221;فوكة;Fouka;فوكة;Fouka;42;تيبازة;Tipaza;4225;36.6667;2.742117
1222;عين تاقورايت;Ain Tagourait;بواسماعيل;Bou Ismail;42;تيبازة;Tipaza;4217;36.5868863;2.5842062
1223;بوهارون;Bou Haroun;بواسماعيل;Bou Ismail;42;تيبازة;Tipaza;4209;36.62503;2.6548
1224;بواسماعيل;Bou Ismail;بواسماعيل;Bou Ismail;42;تيبازة;Tipaza;4226;36.64262;2.6899362
1225;خميستي;Khemisti;بواسماعيل;Bou Ismail;42;تيبازة;Tipaza;4206;36.625833;2.680833333
1226;أحمر العين;Ahmer El Ain;أحمر العين;Ahmar El Ain;42;تيبازة;Tipaza;4227;36.47688;2.5693337
1227;بورقيقة;Bourkika;أحمر العين;Ahmar El Ain;42;تيبازة;Tipaza;4205;36.4858595;2.4764
1228;دواودة;Douaouda;فوكة;Fouka;42;تيبازة;Tipaza;4204;36.6737396;2.783333
1229;سيدي راشد;Sidi Rached;أحمر العين;Ahmar El Ain;42;تيبازة;Tipaza;4234;36.5625;2.533333333
1230;الحطاطبة;Attatba;القليعة;Kolea;42;تيبازة;Tipaza;4236;36.57278;2.67694
1231;الشعيبة;Chaiba;القليعة;Kolea;42;تيبازة;Tipaza;4216;36.6251;2.729167
1232;القليعة;Kolea;القليعة;Kolea;42;تيبازة;Tipaza;4235;36.6389;2.768
1233;سيدي سميان;Sidi Semiane;شرشال;Cherchell;42;تيبازة;Tipaza;4240;36.508611;2.063889
1234;تيبازة;Tipaza;تيبازة;Tipaza;42;تيبازة;Tipaza;4201;36.591944;2.443
1235;بني ميلك;Beni Mileuk;الداموس;Damous;42;تيبازة;Tipaza;4241;36.444444;1.716667
1236;مشيرة;El Mechira;التلاغمة;Teleghma;43;ميلة;Mila;4326;36.010247;6.231267
1237;العياضي برباس;El Ayadi Barbes;عين البيضاء أحريش;Ain Beida Harriche;43;ميلة;Mila;4315;36.440278;5.9130761
1238;عين البيضاء أحريش;Ain Beida Harriche;عين البيضاء أحريش;Ain Beida Harriche;43;ميلة;Mila;4319;36.3959678;5.893333
1239;تسالة لمطاعي;Tassala Lematai;ترعي باينان;Terrai Bainen;43;ميلة;Mila;4308;36.495833;6.32488
1240;ترعي باينان;Terrai Bainen;ترعي باينان;Terrai Bainen;43;ميلة;Mila;4323;36.5481;6.1418
1241;اعميرة اراس;Amira Arres;ترعي باينان;Terrai Bainen;43;ميلة;Mila;4322;36.5375;6.065278
1242;تسدان حدادة;Tassadane Haddada;تسدان حدادة;Tassadane Haddada;43;ميلة;Mila;4319;36.52269;5.8787288
1243;مينار زارزة;Minar Zarza;تسدان حدادة;Tassadane Haddada;43;ميلة;Mila;4321;36.5377483;5.9304039
1244;سيدي مروان;Sidi Merouane;سيدي مروان;Sidi Merouane;43;ميلة;Mila;4318;36.521667;6.2625
1245;الشيقارة;Chigara;سيدي مروان;Sidi Merouane;43;ميلة;Mila;4332;36.5600819;6.2216678
1246;حمالة;Hamala;القرارم قوقة;Grarem Gouga;43;ميلة;Mila;4324;36.56667;6.34
1247;القرارم قوقة;Grarem Gouga;القرارم قوقة;Grarem Gouga;43;ميلة;Mila;4317;36.5167;6.33333
1248;تيبرقنت;Tiberguent;الرواشد;Rouached;43;ميلة;Mila;4313;36.4667623;6.0396
1249;الرواشد;Rouached;الرواشد;Rouached;43;ميلة;Mila;4315;36.457741;6.04267
1250;دراحي بوصلاح;Derrahi Bousselah;بوحاتم;Bouhatem;43;ميلة;Mila;4320;36.3125;5.9580556
1251;زغاية;Zeghaia;وادي النجاء;Oued Endja;43;ميلة;Mila;4328;36.468056;6.1725
1252;وادي النجاء;Oued Endja;وادي النجاء;Oued Endja;43;ميلة;Mila;4310;36.5;6.120833
1253;أحمد راشدي;Ahmed Rachedi;وادي النجاء;Oued Endja;43;ميلة;Mila;4311;36.390556;6.125
1254;تاجنانت;Tadjenanet;تاجنانت;Tadjenanet;43;ميلة;Mila;4308;36.12129;5.9867
1255;عين الملوك;Ain Mellouk;شلغوم العيد;Chelghoum Laid;43;ميلة;Mila;4305;36.2755;6.1785
1256;أولاد اخلوف;Ouled Khalouf;تاجنانت;Tadjenanet;43;ميلة;Mila;4312;36.055556;6.125
1257;بن يحي عبد الرحمن;Benyahia Abderrahmane;تاجنانت;Tadjenanet;43;ميلة;Mila;4309;36.2329371;6.0045
1258;التلاغمة;Teleghma;التلاغمة;Teleghma;43;ميلة;Mila;4306;36.1180204;6.364167
1259;وادي سقان;Oued Seguen;التلاغمة;Teleghma;43;ميلة;Mila;4307;36.170991;6.419985
1260;وادي العثمانية;Oued Athmenia;شلغوم العيد;Chelghoum Laid;43;ميلة;Mila;4304;36.249722;6.3438785
1261;عين التين;Ain Tine;ميلة;Mila;43;ميلة;Mila;4325;36.438056;6.4678234
1262;شلغوم العيد;Chelghoum Laid;شلغوم العيد;Chelghoum Laid;43;ميلة;Mila;4303;36.1629822;6.616667
1263;يحي بني قشة;Yahia Beniguecha;فرجيوة;Ferdjioua;43;ميلة;Mila;4305;36.235278;5.592778
1264;فرجيوة;Ferdjioua;فرجيوة;Ferdjioua;43;ميلة;Mila;4302;36.4073812;5.9419603
1265;سيدي خليفة;Sidi Khelifa;ميلة;Mila;43;ميلة;Mila;4327;36.34969;6.300383
1266;ميلة;Mila;ميلة;Mila;43;ميلة;Mila;4301;36.4503;6.2644
1267;بوحاتم;Bouhatem;بوحاتم;Bouhatem;43;ميلة;Mila;4314;36.303889;6.0141667
1268;خميس مليانة;Khemis-Miliana;خميس;Khemis;44;عين الدفلة;Aïn Defla;4404;36.261;2.220167
1269;سيدي الأخضر;Sidi-Lakhdar;خميس;Khemis;44;عين الدفلة;Aïn Defla;4424;36.265278;2.161667
1270;عين البنيان;Ain-Benian;حمام ريغة;Hammam Righa;44;عين الدفلة;Aïn Defla;4426;36.3536111;2.4278144
1271;عين التركي;Ain-Torki;حمام ريغة;Hammam Righa;44;عين الدفلة;Aïn Defla;4423;36.3327778;2.301389
1272;حمام ريغة;Hammam-Righa;حمام ريغة;Hammam Righa;44;عين الدفلة;Aïn Defla;4405;36.3915345;2.395618
1273;بوراشد;Bourached;جليدة;Djelida;44;عين الدفلة;Aïn Defla;4409;36.1765;1.9341
1274;الحسينية;Hoceinia;بومدفع;Boumedfaa;44;عين الدفلة;Aïn Defla;4427;36.316667;2.4
1275;جليدة;Djelida;جليدة;Djelida;44;عين الدفلة;Aïn Defla;4407;36.2;2.083333333
1276;عريب;Arib;العامرة;El Amra;44;عين الدفلة;Aïn Defla;4406;36.2919441;2.133611
1277;جمعة أولاد الشيخ;Djemaa Ouled Cheikh;جليدة;Djelida;44;عين الدفلة;Aïn Defla;4429;36.0786;2.005
1278;العامرة;El-Amra;العامرة;El Amra;44;عين الدفلة;Aïn Defla;4408;36.30693;1.84816
1279;العطاف;El-Attaf;العطاف;El Attaf;44;عين الدفلة;Aïn Defla;4410;36.22393;1.672
1280;تبركانين;Tiberkanine;العطاف;El Attaf;44;عين الدفلة;Aïn Defla;4435;36.216667;1.627222
1281;عين بويحيى;Ain-Bouyahia;العبادية;El Abadia;44;عين الدفلة;Aïn Defla;4433;36.3150386;1.7733566
1282;العبادية;El-Abadia;العبادية;El Abadia;44;عين الدفلة;Aïn Defla;4411;36.2706026;1.6854432
1283;تاشتة زقاغة;Tacheta Zegagha;العبادية;El Abadia;44;عين الدفلة;Aïn Defla;4432;36.355833;1.888889
1284;بربوش;Birbouche;جندل;Djendel;44;عين الدفلة;Aïn Defla;4428;36.216667;2.253056
1285;جندل;Djendel;جندل;Djendel;44;عين الدفلة;Aïn Defla;4405;36.218611;2.4137
1286;بن علال;Ben Allal;مليانة;Miliana;44;عين الدفلة;Aïn Defla;4425;36.311111;2.164
1287;وادي الشرفاء;Oued Chorfa;جندل;Djendel;44;عين الدفلة;Aïn Defla;4413;36.2;2.516667
1288;بومدفع;Boumedfaa;بومدفع;Boumedfaa;44;عين الدفلة;Aïn Defla;4403;36.370278;2.47639
1289;عين الاشياخ;Ain-Lechiakh;عين الاشياخ;Ain Lechiakh;44;عين الدفلة;Aïn Defla;4414;36.15694444;2.404167
1290;عين السلطان;Ain-Soltane;عين الاشياخ;Ain Lechiakh;44;عين الدفلة;Aïn Defla;4420;36.2483226;2.2973227
1291;واد الجمعة;Oued Djemaa;عين الاشياخ;Ain Lechiakh;44;عين الدفلة;Aïn Defla;4415;36.066667;2.3
1292;الماين;El-Maine;الروينة;Rouina;44;عين الدفلة;Aïn Defla;4423;36.145;1.758333
1293;الروينة;Rouina;الروينة;Rouina;44;عين الدفلة;Aïn Defla;4416;36.25;1.816667
1294;زدين;Zeddine;الروينة;Rouina;44;عين الدفلة;Aïn Defla;4417;36.163889;1.85
1295;بئر ولد خليفة;Bir-Ould-Khelifa;برج الأمير خالد;Bordj El Emir Khaled;44;عين الدفلة;Aïn Defla;4410;36.183333;2.2333333
1296;برج الأمير خالد;Bordj-Emir-Khaled;برج الأمير خالد;Bordj El Emir Khaled;44;عين الدفلة;Aïn Defla;4422;36.1222;2.2056
1297;طارق بن زياد;Tarik-Ibn-Ziad;برج الأمير خالد;Bordj El Emir Khaled;44;عين الدفلة;Aïn Defla;4421;36.147222;2.15
1298;بطحية;Bathia;بطحية;Bathia;44;عين الدفلة;Aïn Defla;4431;36.0333333;1.7830973
1299;بلعاص;Belaas;بطحية;Bathia;44;عين الدفلة;Aïn Defla;4436;36.10778;1.8512
1300;الحسانية;Hassania;بطحية;Bathia;44;عين الدفلة;Aïn Defla;4418;36.0333333;1.933611
1301;عين الدفلى;Ain-Defla;عين الدفلى;Ain Defla;44;عين الدفلة;Aïn Defla;4401;36.2652;1.9703
1302;مليانة;Miliana;مليانة;Miliana;44;عين الدفلة;Aïn Defla;4402;36.3055;2.2325912
1303;المخاطرية;Mekhatria;العامرة;El Amra;44;عين الدفلة;Aïn Defla;4430;36.3446556;2.146111
1304;تيوت;Tiout;عين الصفراء;Ain Sefra;45;النعامة;Naâma;4504;32.7667;-0.416667
1305;مغرار;Moghrar;مغرار;Moghrar;45;النعامة;Naâma;4506;32.51229;-0.58816
1306;عسلة;Asla;عسلة;Asla;45;النعامة;Naâma;4504;33.016667;-0.083333333
1307;القصدير;Kasdir;مكمن بن عمار;Mekmen Ben Amar;45;النعامة;Naâma;4511;33.709722;-1.358333
1308;مكمن بن عمار;Makmen Ben Amar;مكمن بن عمار;Mekmen Ben Amar;45;النعامة;Naâma;4510;33.7189056;-0.7271479
1309;عين الصفراء;Ain Sefra;عين الصفراء;Ain Sefra;45;النعامة;Naâma;4503;32.75;-0.5833
1310;المشرية;Mecheria;المشرية;Mecheria;45;النعامة;Naâma;4502;33.54453;-0.2812
1311;البيوض;El Biodh;المشرية;Mecheria;45;النعامة;Naâma;4512;33.7636135;-0.133333
1312;عين بن خليل;Ain Ben Khelil;المشرية;Mecheria;45;النعامة;Naâma;4509;33.29027778;-0.763889
1313;النعامة;Naama;النعامة;Naama;45;النعامة;Naâma;4501;33.2667;-0.3167
1314;جنين بورزق;Djenienne Bourezg;مغرار;Moghrar;45;النعامة;Naâma;4504;32.3709321;-0.804719988
1315;سفيسيفة;Sfissifa;سفيسيفة;Sfissifa;45;النعامة;Naâma;4503;32.733333;-0.868889
1316;سيدي بومدين;Sidi Boumediene;عين الأربعاء;Ain Larbaa;46;عين تيموشنت;Aïn Témouchent;4615;35.354167;-0.89305556
1317;تامزورة;Tamzoura;عين الأربعاء;Ain Larbaa;46;عين تيموشنت;Aïn Témouchent;4610;35.40889;-0.65936
1318;شعبة اللحم;Chaabat El Ham;المالح;El Maleh;46;عين تيموشنت;Aïn Témouchent;4605;35.33619;-1.1015
1319;المالح;El Maleh;المالح;El Maleh;46;عين تيموشنت;Aïn Témouchent;4607;35.388333;-1.094444
1320;أولاد الكيحل;Ouled Kihal;المالح;El Maleh;46;عين تيموشنت;Aïn Témouchent;4622;35.37;-1.2356
1321;شنتوف;Chentouf;حمام بوحجر;Hammam Bou Hadjar;46;عين تيموشنت;Aïn Témouchent;4611;35.2917711;-1.029444
1322;تارقة;Terga;المالح;El Maleh;46;عين تيموشنت;Aïn Témouchent;4608;35.416667;-1.1792
1323;وادي الصباح;Oued Sebbah;عين الأربعاء;Ain Larbaa;46;عين تيموشنت;Aïn Témouchent;4616;35.3725;-0.811389
1324;العامرية;El Amria;العامرية;El Amria;46;عين تيموشنت;Aïn Témouchent;4606;35.524726;-1.016
1325;حاسي الغلة;Hassi El Ghella;العامرية;El Amria;46;عين تيموشنت;Aïn Témouchent;4620;35.45;-1.05
1326;أولاد بوجمعة;Ouled Boudjemaa;العامرية;El Amria;46;عين تيموشنت;Aïn Témouchent;4617;35.47306;-1.192667
1327;أغلال;Aghlal;عين الكيحل;Ain Kihel;46;عين تيموشنت;Aïn Témouchent;4607;35.2;-1.069167
1328;عين الكيحل;Ain Kihal;عين الكيحل;Ain Kihel;46;عين تيموشنت;Aïn Témouchent;4622;35.204444;-1.196111
1329;عين الطلبة;Ain Tolba;عين الكيحل;Ain Kihel;46;عين تيموشنت;Aïn Témouchent;4618;35.24893;-1.25049
1330;عقب الليل;Aoubellil;عين الكيحل;Ain Kihel;46;عين تيموشنت;Aïn Témouchent;4613;35.1373;-0.992575
1331;بني صاف;Beni Saf;بني صاف;Beni Saf;46;عين تيموشنت;Aïn Témouchent;4623;35.3004743;-1.382036
1332;الحساسنة;Hassasna;حمام بوحجر;Hammam Bou Hadjar;46;عين تيموشنت;Aïn Témouchent;4621;35.272222;-0.987222
1333;الأمير عبد القادر;Emir Abdelkader;بني صاف;Beni Saf;46;عين تيموشنت;Aïn Témouchent;4609;35.224444;-1.403333333
1334;سيدي صافي;Sidi Safi;بني صاف;Beni Saf;46;عين تيموشنت;Aïn Témouchent;4624;35.28123;-1.313333
1335;ولهاصة الغرابة;Oulhaca El Gheraba;ولهاصة الغرابة;Oulhassa Gheraba;46;عين تيموشنت;Aïn Témouchent;4625;35.233056;-1.504444
1336;سيدي ورياش;Sidi Ouriache;ولهاصة الغرابة;Oulhassa Gheraba;46;عين تيموشنت;Aïn Témouchent;4605;35.1862547;-1.5087605
1337;عين الأربعاء;Ain El Arbaa;عين الأربعاء;Ain Larbaa;46;عين تيموشنت;Aïn Témouchent;4609;35.4075;-0.881667
1338;المساعيد;El Messaid;العامرية;El Amria;46;عين تيموشنت;Aïn Témouchent;4628;35.541944;-1.122054
1339;وادي برقش;Oued Berkeche;حمام بوحجر;Hammam Bou Hadjar;46;عين تيموشنت;Aïn Témouchent;4606;35.222222;-0.983611
